Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Non-GAAP EPS Diluted - Company Reported,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Preferred Shareholders Equity,Minority Interest - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2021-08-11,AES,The AES Corporation,19.6599,32.0436,45.2533,66.3529,83.6108,107.3675,123.8996,125.8109,127.2758,128.4319,22.030115127563477,22.06551990039934,21.56986489804464,21.56986489804464,4700600.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-08-12,AES,The AES Corporation,19.6878,31.8947,44.3645,65.8818,82.8211,106.2228,122.5077,124.376,125.8243,126.979,22.224842071533203,22.30450113680838,21.932759394921813,21.932759394921813,4353900.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-08-13,AES,The AES Corporation,20.5207,32.1935,44.621,65.6772,84.8625,107.0729,122.5425,122.2607,122.0408,121.8648,21.94161033630371,22.295649684441216,21.906205557393573,22.12748036100361,3286100.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-08-16,AES,The AES Corporation,20.0926,31.6885,44.8809,65.1537,84.1096,107.5715,123.8947,124.4348,124.8513,125.1819,21.56101417541504,21.932755857342627,21.56101417541504,21.82654322470938,2679900.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-08-17,AES,The AES Corporation,19.5367,31.0958,44.1645,66.1837,83.5517,106.6354,122.6992,123.206,123.6104,123.941,21.322040557861328,21.45480510454908,21.012255490128037,21.40169962351254,3452300.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-08-18,AES,The AES Corporation,19.7737,31.2235,44.303,64.5842,83.1958,105.938,121.7641,122.2105,122.5824,122.8971,21.029958724975586,21.419402874010192,21.012256334521087,21.383998093101194,4970600.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-08-19,AES,The AES Corporation,20.59,31.3094,44.4066,64.1784,85.2534,106.3082,120.9806,119.0535,117.5566,116.3615,20.923744201660156,21.189274970183426,20.817533244805023,20.88834111210602,5192600.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-08-20,AES,The AES Corporation,20.4141,31.8479,44.9459,65.5056,86.0065,107.3941,122.2945,120.3393,118.8105,117.5827,21.52561378479004,21.56101856560765,20.8263862455709,20.87064053340005,5292600.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-08-23,AES,The AES Corporation,19.5668,31.3278,44.409,65.0721,82.3174,105.2846,121.258,119.7194,118.4888,117.4811,21.46365737915039,21.667229806858515,21.242382560808636,21.59642193251687,5704300.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-08-24,AES,The AES Corporation,19.697,30.4901,43.2542,63.0456,81.4796,103.5,118.8171,119.2428,119.5693,119.8274,21.419401168823242,21.622973578265068,21.260083043801732,21.622973578265068,5848600.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-08-25,AES,The AES Corporation,19.2123,30.1051,41.529,62.0505,78.6217,100.1794,115.1727,115.6624,116.0678,116.4092,21.472505569458008,21.70263155091118,21.313187452437145,21.401697705025697,6158300.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-08-26,AES,The AES Corporation,18.582,28.9769,41.059,60.972,77.3564,99.4758,114.8455,116.0296,116.9413,117.6642,21.1273193359375,21.472507494975197,21.118468141065662,21.41940201393697,3919800.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-08-27,AES,The AES Corporation,17.5617,27.7261,39.7851,59.0071,74.8771,96.5721,111.6518,112.896,113.8793,114.6769,21.41054916381836,21.41054916381836,20.985700283779124,21.029956254716897,4578700.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-08-30,AES,The AES Corporation,17.1315,27.0161,38.018,56.487,70.0959,93.3503,109.4836,111.2564,112.6228,113.707,21.33089256286621,21.534464988065164,21.31319017245077,21.507911402442005,2120000.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-08-31,AES,The AES Corporation,16.769,26.3324,37.3237,55.9526,68.541,92.5029,109.1141,111.0824,112.586,113.77,21.1273193359375,21.44595391035968,21.038809075411915,21.383997234449613,6436300.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-09-01,AES,The AES Corporation,16.548,26.7878,37.0173,55.4435,70.347,92.2255,107.4123,108.9187,110.0793,111.0,21.348594665527344,21.63182615558528,21.268935597924443,21.31318988517368,3941600.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-09-02,AES,The AES Corporation,16.8049,25.9177,36.7275,54.182,69.8062,91.5166,106.5693,107.9107,108.9696,109.8269,21.711484909057617,21.72033610401797,21.33974316168688,21.357443863414765,3283600.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-09-03,AES,The AES Corporation,16.841,25.6307,36.6092,54.3212,70.5723,92.7575,108.0686,109.4386,110.5032,111.3537,21.808841705322266,21.888500760917402,21.59641811979943,21.667225981640374,7178600.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-09-07,AES,The AES Corporation,17.0024,26.4504,37.2139,53.6891,70.712,93.7467,109.5409,110.9804,112.0794,112.9427,21.640676498413086,21.764589848385224,21.490209564221445,21.658377199699977,7112100.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-09-08,AES,The AES Corporation,16.8185,26.14,36.8886,53.9993,70.6457,90.5113,104.281,105.2042,105.9997,106.6884,21.375146865844727,21.738037428653815,21.348594968395638,21.63182646247172,4804900.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-09-09,AES,The AES Corporation,17.3128,26.4893,37.5036,53.4805,70.8331,91.3452,105.4807,106.4613,107.2855,107.9858,21.29548454284668,21.49905862527349,21.23352787400954,21.410548374852176,4377700.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-09-10,AES,The AES Corporation,16.7789,25.8075,36.6439,54.165,70.5445,90.273,103.9657,104.9693,105.8284,106.568,21.038806915283203,21.41054862076838,21.02995572132015,21.39284623284227,3686800.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
