Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Net Premiums Earned,Investment Income/(Expense) - Net - Insurance,Revenue from Business Activities - Total,Insurance Claims/Reserves - Total,Underwriting Expenses,Operating Profit before Non-Recurring Income/Expense,Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Investments including Loans - Total,Total Assets,Insurance Reserves - Total,Debt - Total,Earning Assets,Tangible Total Equity,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Book Value per Share,Tangible Book Value per Share,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",Non-GAAP Adjusted Net Earnings - Company Reported,Non-GAAP EPS Diluted - Company Reported,Loss Ratio - Insurance - %,Expense Ratio - %,Combined Ratio - Insurance - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",Net Premiums Earned,Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Investments including Loans - Total,Tangible Total Equity,Total Assets,Claims Ratio - Insurance - %,Operating Ratio - Insurance - %,Investment Ratio - %,Operating Income Percentage of Net Premiums Earned,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Earnings Retention Rate,Dividend Payout Ratio - %,Dividend Coverage - %
2021-05-12,AIG,American International Group Inc,16.7544,27.3933,44.3361,56.1534,73.6798,89.3002,100.3438,107.3456,112.7422,117.0231,45.942848205566406,46.8235409092967,45.796062588716296,46.79601685635645,5970600.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-05-13,AIG,American International Group Inc,17.7899,27.9522,44.6408,56.6007,73.4421,89.3645,100.6161,107.7397,113.2162,117.5503,46.64923858642578,47.025368011720836,45.60341547704743,45.60341547704743,5064400.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-05-14,AIG,American International Group Inc,16.9765,26.7723,43.5048,54.9865,70.8467,86.8401,98.1404,105.3378,110.8887,115.2945,47.61250305175781,47.61250305175781,46.64924154816719,46.78685133426934,4844800.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-05-17,AIG,American International Group Inc,16.2816,25.9011,42.1219,53.6811,70.7307,86.5433,97.7192,105.164,110.8991,115.4431,47.30976104736328,47.612501164966126,46.84189409236864,47.47489138431718,3247900.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-05-18,AIG,American International Group Inc,16.7748,26.5863,42.7466,54.4136,72.1518,87.8322,98.9116,106.1126,111.6609,116.0632,46.88777160644531,47.438203832679875,46.86025104500241,47.17216007352265,3856100.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-05-19,AIG,American International Group Inc,16.9507,27.2435,43.5566,55.3425,73.0104,88.7914,99.9397,107.9689,114.1482,119.0411,46.48410415649414,46.566669315724006,45.45662934129272,46.30062913559373,4145500.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-05-20,AIG,American International Group Inc,15.938,26.5773,42.6856,54.9857,73.1173,88.7078,99.7198,107.176,112.9178,117.4686,46.355682373046875,46.71346365681829,45.89698770163477,46.51164038109955,3123500.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-05-21,AIG,American International Group Inc,17.5802,27.1512,43.2424,55.923,73.1282,89.3739,100.8437,108.1497,113.7769,118.2371,47.071250915527344,47.41985636444786,46.557511596686815,46.557511596686815,4198800.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-05-24,AIG,American International Group Inc,16.2276,26.9264,43.5613,55.0306,72.5936,87.7872,98.5205,105.4115,110.775,115.0646,47.594154357910156,47.69506773340648,47.06206692331577,47.24554546971253,2600700.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-05-25,AIG,American International Group Inc,16.2453,26.4227,42.649,53.8473,71.5777,86.5877,97.19,104.0214,109.3548,113.6329,46.6033821105957,48.19964125060584,46.502468713871224,47.69507776654639,3569600.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-05-26,AIG,American International Group Inc,16.4963,26.7233,43.0759,54.6198,71.8225,87.1687,98.007,104.9747,110.3964,114.7343,47.12628173828125,47.263891516687416,46.52998086416597,47.03454421905183,2516500.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-05-27,AIG,American International Group Inc,17.3561,26.9255,43.1924,54.1462,71.5945,86.8085,97.5509,104.4643,109.853,114.1685,48.355587005615234,48.43815217891391,47.53911112497408,47.722589676700274,6287700.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-05-28,AIG,American International Group Inc,17.3894,26.7458,43.1082,55.1778,71.5361,87.1562,98.179,105.2583,110.7543,115.1401,48.47484588623047,48.55741105492533,47.649194199281794,48.456497682124706,3116300.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-01,AIG,American International Group Inc,16.1962,26.2151,41.9448,52.693,70.3524,85.8507,96.7881,104.2499,109.9911,114.5359,49.126197814941406,49.38306920648632,48.73172012393275,48.924374542482084,5278200.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-02,AIG,American International Group Inc,16.5192,26.1141,42.2627,53.4421,70.1593,85.7521,96.7452,103.9291,109.4594,113.8396,48.658329010009766,49.61241471598543,48.639980804176105,49.51150133368152,4146700.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-03,AIG,American International Group Inc,16.7959,26.5318,42.2684,52.9365,70.6466,86.0045,96.832,104.4229,110.2634,114.8884,49.11702346801758,49.24545740879616,48.38311273530962,48.57576364647751,4030000.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-04,AIG,American International Group Inc,15.3841,25.1384,41.5966,53.0755,70.1094,86.2351,97.5987,105.0132,110.7178,115.2361,49.006927490234375,49.071147951349545,48.46567124273195,49.071147951349545,2851700.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-07,AIG,American International Group Inc,16.4043,25.8612,41.7354,53.0711,69.9579,85.4375,96.3458,103.7525,109.4502,113.9631,48.68585205078125,49.10785030777982,48.50237348265412,49.04363333386972,2460700.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-08,AIG,American International Group Inc,15.5603,25.28,41.1272,52.1891,69.6612,85.461,96.5924,103.8028,109.3496,113.7428,48.8326301574707,48.97023994704977,47.97028550818722,48.318890909212826,2227500.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-09,AIG,American International Group Inc,16.8998,25.5831,40.8628,52.1857,68.7358,84.4816,95.5755,103.1906,109.0459,113.6815,47.85102462768555,48.5115460280808,47.83267642216764,48.43815320600916,2946900.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-10,AIG,American International Group Inc,15.6969,25.0648,40.7637,52.2033,68.6583,84.5372,95.7252,103.1034,108.7795,113.2738,47.30976104736328,48.713365411909315,47.263892287001,48.5390627227078,2213500.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-11,AIG,American International Group Inc,15.0864,24.6548,40.1319,51.2976,66.7238,82.8102,94.1429,101.4201,107.0206,111.457,47.72258758544922,47.84184916377943,47.429023315376504,47.548284893706715,3521800.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-14,AIG,American International Group Inc,15.6743,24.6676,39.5188,50.2146,65.8869,81.467,92.4498,99.8168,105.4877,109.9813,47.16875076293945,47.897974978197986,46.93798387364675,47.593364515367725,3130900.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-15,AIG,American International Group Inc,15.5019,24.4386,39.0977,49.6892,65.4824,80.8121,91.6179,98.6313,104.0312,108.312,47.5656623840332,47.91642898484289,47.06720866008784,47.214899304446234,3705300.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-16,AIG,American International Group Inc,15.5544,24.3387,39.0417,49.4153,64.995,80.677,91.7262,99.6376,105.7222,110.541,47.704124450683594,47.9810439718782,46.93797680344833,47.40874315857964,4259200.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-17,AIG,American International Group Inc,14.7295,23.7357,39.2661,49.5595,65.6716,80.9096,91.6524,98.606,103.963,108.2111,45.01799774169922,47.92565795324959,44.96261242978697,47.879505287267406,5797500.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-18,AIG,American International Group Inc,16.1299,24.873,40.0209,50.3141,65.7502,80.6581,91.1762,99.3842,105.6987,110.7013,43.24570846557617,44.38108452359275,43.22725021531993,44.16877591219443,10722200.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-21,AIG,American International Group Inc,16.2881,25.1322,39.421,49.7613,66.4073,81.6327,92.376,99.8218,105.5585,110.1085,44.076473236083984,44.085702361769094,43.596477712327506,43.624168610605906,7422800.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-22,AIG,American International Group Inc,15.3705,24.0617,39.0383,49.4725,65.8008,81.3117,92.2474,99.5228,105.126,109.5693,43.89186096191406,44.159551394456344,43.40263629095441,44.058013401338705,3181400.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-23,AIG,American International Group Inc,15.0545,23.8146,38.8196,49.1034,65.5804,81.1757,92.1681,99.2882,104.7742,109.1258,44.05801010131836,44.36262405785518,43.79031968882655,43.90109032096156,2896400.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-24,AIG,American International Group Inc,15.3467,23.9959,38.9734,49.6761,64.8069,80.3702,91.3383,98.0154,103.1622,107.2464,44.5010871887207,44.713392309583504,43.9103245008897,44.12262962175251,2818000.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-25,AIG,American International Group Inc,16.1192,24.1403,38.8319,49.3763,64.7677,80.2569,91.1735,98.0729,103.3907,107.6091,45.24876403808594,45.44260734556825,44.584154388177836,44.741077676060655,3276300.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-28,AIG,American International Group Inc,15.6151,23.804,37.1894,48.5228,63.6202,78.8625,89.6023,96.7653,102.2823,106.6565,44.270320892333984,45.19338848485749,43.92878686904284,45.0733922331103,2961600.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-29,AIG,American International Group Inc,15.5016,23.4962,36.3777,47.4107,62.6461,78.4849,89.6402,96.9082,102.506,106.9447,43.75340270996094,44.962618931165586,43.55032672480825,44.63031405408781,2742500.0,6507.0,3657.0,14454.0,6007.0,1304.0,5055.0,3930.0,2796.0,348457.0,584390.0,311858.0,35648.0,348457.0,63560.0,62194.0,640.0,1429.0,-1147.0,14.0,72.37,72.37,4.42,876.27,2.77,923.0,1.05,65.6,33.2,98.8,34.97,32.71,16.88,27.19,-6.32,-0.65,6507.0,14454.0,5055.0,3930.0,4.42,859.38,348457.0,63560.0,584390.0,79.59,52.13,56.2,77.69,6.1,35.93,56.09,14.78,0.93,7.13,1401.81
2021-06-30,AIG,American International Group Inc,15.3756,23.1427,36.3732,47.4776,62.1928,78.219,89.5018,96.4588,101.818,106.0686,43.93801498413086,44.06724740193676,43.55955742075765,43.55955742075765,2586800.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-07-01,AIG,American International Group Inc,14.974,22.4328,35.1404,46.8022,61.5777,77.7724,89.1719,96.3033,101.7964,106.1525,44.55646896362305,44.82415938561554,44.09493521034901,44.33493121271334,2888400.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
