Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Net Premiums Earned,Investment Income/(Expense) - Net - Insurance,Revenue from Business Activities - Total,Insurance Claims/Reserves - Total,Underwriting Expenses,Operating Profit before Non-Recurring Income/Expense,Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Investments including Loans - Total,Total Assets,Insurance Reserves - Total,Debt - Total,Earning Assets,Tangible Total Equity,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Book Value per Share,Tangible Book Value per Share,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",Non-GAAP Adjusted Net Earnings - Company Reported,Non-GAAP EPS Diluted - Company Reported,Loss Ratio - Insurance - %,Expense Ratio - %,Combined Ratio - Insurance - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",Net Premiums Earned,Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Investments including Loans - Total,Tangible Total Equity,Total Assets,Claims Ratio - Insurance - %,Operating Ratio - Insurance - %,Investment Ratio - %,Operating Income Percentage of Net Premiums Earned,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Earnings Retention Rate,Dividend Payout Ratio - %,Dividend Coverage - %
2020-11-11,AIG,American International Group Inc,15.6493,24.0624,36.3895,46.5721,63.0969,79.9273,91.8217,98.4592,103.567,107.6183,33.76384353637695,34.27007645526328,33.212415498690866,34.22487788803387,7211300.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-11-12,AIG,American International Group Inc,15.8109,25.2684,38.4676,48.8645,68.6744,84.093,95.0081,101.9719,107.3354,111.597,32.59769821166992,33.47456125944844,32.13666396067121,33.47456125944844,6847100.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-11-13,AIG,American International Group Inc,16.1857,25.9158,39.3115,49.8919,68.4549,85.3716,97.3382,104.5975,110.1894,114.6324,33.736717224121094,33.818076005546985,32.80561385213613,32.95928963459124,5073800.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-11-16,AIG,American International Group Inc,14.2781,23.6867,38.4447,48.9666,66.2329,82.4804,93.9655,101.5984,107.473,112.1369,34.79438018798828,34.96613607691064,34.27910562436379,34.884777298278216,6015400.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-11-17,AIG,American International Group Inc,15.7052,24.8672,39.237,49.7769,67.0975,84.7955,97.2963,104.1065,109.3541,113.5227,34.731101989746094,34.98422013427699,34.04407490814303,34.20679248375964,4626900.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-11-18,AIG,American International Group Inc,16.7277,25.0424,38.6379,50.2061,67.4385,85.7174,98.6212,105.5469,110.8826,115.1217,34.8486213684082,35.580850466316264,34.378548750440835,34.57742655569641,6265100.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-11-19,AIG,American International Group Inc,15.4029,25.4096,39.8364,50.7602,68.1562,86.0127,98.6239,105.5569,110.8989,115.1439,34.83958435058594,34.893821246117874,33.87232063140137,34.34239326711067,4225200.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-11-20,AIG,American International Group Inc,16.3051,26.6842,42.7078,55.1421,71.3859,89.4026,102.1253,108.2954,113.052,116.8336,34.90285873413086,35.12885496685802,34.35142737452798,34.939018958990125,5571900.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-11-23,AIG,American International Group Inc,14.4699,24.7292,41.1686,52.2556,70.0334,87.8037,100.3542,107.0815,112.2643,116.3835,35.95148849487305,36.11420609170771,35.08366361070788,35.598934851207794,4759600.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-11-24,AIG,American International Group Inc,15.5365,24.677,38.8827,49.9017,67.4025,85.3996,98.1014,104.9686,110.2665,114.4824,37.04530715942383,37.57865848008937,36.403478597661866,36.87355124031873,6017800.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-11-25,AIG,American International Group Inc,16.2281,25.1915,39.7276,52.2468,67.7321,86.0759,99.0126,105.9928,111.3573,115.6111,36.267879486083984,36.61139477297083,35.897245751010836,36.40347862387412,3811100.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-11-27,AIG,American International Group Inc,17.0511,25.0609,39.1875,51.3246,69.2513,85.0295,96.1782,102.7672,107.8407,111.87,35.897247314453125,36.304041297111425,35.662212706933595,36.11420525468071,2046800.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-11-30,AIG,American International Group Inc,15.7618,25.1354,39.8437,50.3098,67.8994,85.8279,98.4696,105.5128,110.9322,115.2344,34.749183654785156,35.80684794350887,34.71302687403445,35.3458136425375,6425700.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-01,AIG,American International Group Inc,15.2034,24.7254,38.9443,48.8318,66.5135,85.1782,98.3259,105.0366,110.202,114.3041,35.53564453125,35.960515051905375,35.33676676726551,35.707400405691246,6245700.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-02,AIG,American International Group Inc,14.9779,24.5895,39.5886,50.0686,67.6111,85.0445,97.332,104.1642,109.4186,113.5892,35.91531753540039,36.05995497289426,35.038451130852785,35.30964934352874,5175400.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-03,AIG,American International Group Inc,14.9713,23.9113,39.2887,50.4073,66.8816,84.1599,96.3341,103.0142,108.1514,112.2284,36.01475143432617,36.40346514035723,35.72547659938605,35.861072238523455,4581300.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-04,AIG,American International Group Inc,13.977,23.9672,39.5711,51.5029,67.0777,85.0518,97.7129,104.6816,110.0389,114.2889,36.78315353393555,36.89163423192022,36.29500418672286,36.38540131994717,4597600.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-07,AIG,American International Group Inc,15.7727,24.4931,40.8618,51.4463,69.4509,85.8835,97.4658,104.1491,109.2888,113.362,35.96957015991211,36.46676130568128,35.77069232223256,36.41252095492421,4478500.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-08,AIG,American International Group Inc,17.0557,25.899,42.678,54.0982,72.1978,89.5515,101.7726,108.7338,114.0824,118.3221,35.72549057006836,36.11420442810846,35.4181355066978,35.50853263480645,3322600.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-09,AIG,American International Group Inc,15.6382,26.3248,42.9297,54.0907,73.117,90.6511,102.998,109.3267,114.1934,118.0539,36.10515594482422,36.42155273133742,35.76164416302647,36.07803750111091,5388400.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-10,AIG,American International Group Inc,18.6879,28.0588,43.2822,54.6095,73.4228,92.0769,105.1929,111.8323,116.9364,120.9841,35.897247314453125,36.10516347260526,35.309659071439555,35.50853344751625,4716300.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-11,AIG,American International Group Inc,18.2647,28.5677,44.2376,56.09,75.5069,93.3986,105.9864,112.7637,117.972,122.1026,35.35044860839844,35.69675108484172,35.140843380095234,35.38690259848,5299000.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-14,AIG,American International Group Inc,17.4278,26.9547,44.1277,55.631,75.4102,92.0445,103.7576,111.0201,116.5955,121.0143,34.77631759643555,35.8790249502426,34.70341307769721,35.81523219267985,3942000.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-15,AIG,American International Group Inc,16.7381,26.8548,43.5575,55.732,74.348,90.7621,102.3211,109.6473,115.2701,119.7233,35.12261962890625,35.42335638374493,34.31153739512283,35.06793863873369,3292700.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-16,AIG,American International Group Inc,18.0455,27.0472,41.3182,52.0492,72.0633,88.3862,99.8757,108.4631,115.0438,120.2489,34.922115325927734,35.33221393410308,34.70339838586294,35.323098700341916,3691200.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-17,AIG,American International Group Inc,17.6678,26.9049,41.6751,52.9978,72.7907,88.0649,98.8231,106.9431,113.2163,118.214,34.84010696411133,34.9494654698007,34.475577452998685,34.92212671248941,5233200.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-18,AIG,American International Group Inc,17.9878,27.039,41.9642,55.4175,73.3513,90.1852,102.0235,110.8121,117.5082,122.7782,34.1566047668457,35.04970661969217,33.69182858453188,34.81276264911807,9293000.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-21,AIG,American International Group Inc,18.662,28.7078,43.9066,56.1521,76.4825,92.044,102.9943,111.1889,117.4726,122.4461,34.056358337402344,34.32975629860925,33.51867417390318,33.81941436474135,5341700.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-22,AIG,American International Group Inc,19.1028,29.1435,45.2647,58.3441,79.1821,94.8382,105.8542,114.0572,120.3202,125.2587,33.53689956665039,34.28418891393681,33.50956081476835,34.22951141017273,5374200.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-23,AIG,American International Group Inc,18.4094,28.4247,43.5795,58.2664,76.6318,93.974,106.1595,114.014,119.9728,124.6453,34.120155334472656,34.66695480152491,33.93789232189936,33.94700408195038,3890600.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-24,AIG,American International Group Inc,18.9478,29.0281,44.0744,56.744,77.3868,93.3839,104.6322,111.9339,117.533,121.9641,34.056358337402344,34.17483206195469,33.691828881274375,34.15660506768174,1613800.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-28,AIG,American International Group Inc,17.5649,27.9223,43.7439,57.4927,75.7917,93.2922,105.5768,113.4966,119.5022,124.2086,33.78296661376953,34.64872988114609,33.74651261849288,34.22040412775631,3837300.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-29,AIG,American International Group Inc,17.3129,25.6734,44.2235,56.152,75.4295,91.96,103.5738,110.8126,116.3611,120.7511,33.8649787902832,34.1110379886976,33.64625834398922,34.047245249454264,4047300.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-30,AIG,American International Group Inc,16.7473,26.746,44.9291,56.7261,75.7181,92.7421,104.6953,111.02,115.8727,119.7157,34.19306182861328,34.666953288802254,33.81030187073436,33.81941710683174,2522200.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-12-31,AIG,American International Group Inc,17.0812,26.1132,44.1592,56.3023,74.3147,91.1908,103.0338,110.0249,115.3837,119.6269,34.50291061401367,34.59404210789945,33.92877246849103,34.202170426592026,2956200.0,6996.0,3957.0,9676.0,6953.0,888.0,-330.0,-16.0,2827.0,360668.0,586481.0,311276.0,37534.0,360668.0,67199.0,65877.0,-1194.0,916.0,-737.0,-377.0,76.46,76.46,-0.07,868.35,3.38,827.0,0.94,70.2,32.6,102.8,-3.41,-5.77,20.11,-0.17,-9.12,-1.05,6996.0,9676.0,-330.0,-16.0,-0.07,861.56,360668.0,67199.0,586481.0,86.67,43.64,56.56,-4.72,6.4,35.84,55.86,-0.92,0.0,100.0,-21.74
2021-01-04,AIG,American International Group Inc,17.2075,27.6842,44.5227,55.7642,74.7476,91.1171,102.6022,109.7766,115.2731,119.6233,33.837646484375,34.58493598053891,33.55513324501773,34.311537977920636,7081000.0,6996.0,3957.0,9676.0,6953.0,888.0,-330.0,-16.0,2827.0,360668.0,586481.0,311276.0,37534.0,360668.0,67199.0,65877.0,-1194.0,916.0,-737.0,-377.0,76.46,76.46,-0.07,868.35,3.38,827.0,0.94,70.2,32.6,102.8,-3.41,-5.77,20.11,-0.17,-9.12,-1.05,6996.0,9676.0,-330.0,-16.0,-0.07,861.56,360668.0,67199.0,586481.0,86.67,43.64,56.56,-4.72,6.4,35.84,55.86,-0.92,0.0,100.0,-21.74
2021-01-05,AIG,American International Group Inc,17.5181,27.554,44.3954,56.2227,76.1312,91.9735,103.0937,111.1507,117.3171,122.1912,34.40266799926758,34.639611997574164,33.883210773818,33.97434227860268,4268000.0,6996.0,3957.0,9676.0,6953.0,888.0,-330.0,-16.0,2827.0,360668.0,586481.0,311276.0,37534.0,360668.0,67199.0,65877.0,-1194.0,916.0,-737.0,-377.0,76.46,76.46,-0.07,868.35,3.38,827.0,0.94,70.2,32.6,102.8,-3.41,-5.77,20.11,-0.17,-9.12,-1.05,6996.0,9676.0,-330.0,-16.0,-0.07,861.56,360668.0,67199.0,586481.0,86.67,43.64,56.56,-4.72,6.4,35.84,55.86,-0.92,0.0,100.0,-21.74
