Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Non-GAAP Income from Operations - Company Reported,Non-GAAP Adjusted Net Earnings - Company Reported,Non-GAAP EPS Diluted - Company Reported,Non-GAAP Operating Margin % - Company Reported,Non-GAAP Free Cash Flow - Company Reported,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Minority Interest - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2021-05-17,MMM,3M Co,6.4971,11.342,17.8748,25.6119,32.5062,40.121,45.5383,50.7313,54.7496,57.9322,145.80960083007812,145.9802127248266,144.80014820059156,145.4470489320749,1833109.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-05-18,MMM,3M Co,6.6923,11.6844,18.4167,26.1889,33.0699,40.6827,46.0964,51.2869,55.3029,58.4874,144.33096313476562,145.85937386939707,144.17456997103034,145.72429584195518,2119073.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-05-19,MMM,3M Co,6.8841,12.0325,18.9789,26.7831,33.6442,41.2525,46.6621,51.8529,55.8689,59.0497,144.0252685546875,144.09634927134124,141.70067354607892,143.53476101390248,2655359.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-05-20,MMM,3M Co,7.1583,12.5171,19.7474,27.3566,33.9298,41.461,46.8144,52.0068,56.0236,59.2057,144.40481567382812,144.79152055382693,143.58127411526087,144.0037874228094,1689350.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-05-21,MMM,3M Co,7.0175,12.2615,19.338,26.9288,33.5213,41.0566,46.4136,51.6059,55.6225,58.804,144.55519104003906,145.9158066712583,143.99661880346747,144.44776576256268,1838491.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-05-24,MMM,3M Co,7.0542,12.3018,19.3815,26.9768,33.5712,41.1077,46.4641,51.6563,55.6724,58.8532,145.09230041503906,145.7439615896691,144.59818326937108,145.22835938521942,1828923.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-05-25,MMM,3M Co,6.8473,11.9269,18.7799,26.3557,32.9856,40.5296,45.8899,51.0793,55.0924,58.2714,144.4477996826172,145.37159194200157,144.20432846736784,145.26417970807057,1817202.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-05-26,MMM,3M Co,6.9707,12.1377,19.1102,26.7091,33.335,40.874,46.2312,51.4182,55.4291,58.607,144.3546905517578,144.50507288565282,143.43806010793566,144.08257262733252,2209371.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-05-27,MMM,3M Co,6.8872,11.9859,18.8666,26.456,33.0929,40.6357,45.9941,51.1813,55.1929,58.3698,145.54342651367188,146.07335201443826,145.099441235674,145.37155913690356,2939290.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-05-28,MMM,3M Co,6.8009,11.8174,18.5845,26.155,32.7983,40.3479,45.7098,50.9007,54.9141,58.0917,145.40020751953125,146.3669696927491,145.22834014082238,146.0017498793967,2082475.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-06-01,MMM,3M Co,6.5529,11.419,18.0602,25.6359,32.2909,39.9242,45.342,50.5585,54.589,57.7768,145.51478576660156,146.86823965925117,145.04930238677466,146.7894611255436,1874491.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-06-02,MMM,3M Co,6.4787,11.2733,17.815,25.3835,32.0526,39.6405,45.022,50.1891,54.1826,57.3423,145.57923889160156,146.06619429420218,144.91325442214213,145.8943269127685,2245370.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-06-03,MMM,3M Co,6.4967,11.3039,17.8644,25.4413,32.1153,39.7036,45.084,50.2494,54.2415,57.4007,145.85134887695312,146.56746504131948,144.5193670609742,145.01348407788285,2274912.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-06-04,MMM,3M Co,6.6728,11.6109,18.3502,25.9513,32.6046,40.1893,45.5677,50.7366,54.73,57.8901,147.55572509765625,147.60585689725778,145.92297838670223,146.16646263028318,2234846.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-06-07,MMM,3M Co,6.528,11.3335,17.893,25.4786,32.1609,39.7515,45.1315,50.296,54.2856,57.4429,145.89431762695312,148.09995977227598,145.59355299577936,147.77054840122506,1831196.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-06-08,MMM,3M Co,6.7708,11.7601,18.572,26.7396,33.9931,41.6171,47.0208,52.0742,55.9767,59.0651,145.79408264160156,146.11633236202132,144.03960032485435,144.6554530227642,2034874.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-06-09,MMM,3M Co,6.7832,11.7796,18.6034,26.815,34.1136,41.7058,47.0876,52.1028,55.976,59.0415,145.1853790283203,145.7797597397171,144.61249644295967,145.7725980539616,2042290.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-06-10,MMM,3M Co,6.8084,11.8135,18.6495,26.942,34.3258,41.9402,47.338,52.3533,56.2271,59.2928,145.46466064453125,146.78230617320548,145.214014730915,146.19510026097834,2335908.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-06-11,MMM,3M Co,6.6381,11.5039,18.1499,26.2342,33.4389,41.018,46.3915,51.4213,55.3074,58.3834,145.23548889160156,146.73217643827562,144.31169691252515,145.9157966605379,2028775.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-06-14,MMM,3M Co,6.5009,11.234,17.6973,25.7088,32.8814,40.3666,45.6745,50.6335,54.4662,57.5011,144.1971435546875,145.79408184536962,143.5239973745946,144.8631280490871,2088096.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-06-15,MMM,3M Co,6.5944,11.3947,17.9503,26.0421,33.2767,40.8712,46.255,51.2948,55.1888,58.2726,143.66006469726562,144.55521011719307,142.88665487244182,144.5122400005317,2045040.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-06-16,MMM,3M Co,6.6745,11.5311,18.1644,26.3272,33.6197,41.2915,46.7291,51.8227,55.7585,58.8749,141.0104217529297,143.93216720362312,140.9388048995041,143.63140255677337,2654761.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-06-17,MMM,3M Co,6.6534,11.4851,18.0809,26.1081,33.2572,40.7439,46.0521,51.0183,54.8577,57.8993,139.742919921875,141.43294727729383,138.21042353462937,140.93166841996694,3091540.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-06-18,MMM,3M Co,6.7258,11.6074,18.2717,26.3041,33.4452,40.9077,46.2015,51.1526,54.9821,58.0174,137.20787048339844,138.61861824599418,137.1577386753305,138.23907497959456,6045302.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-06-21,MMM,3M Co,6.9092,11.9168,18.7536,26.8261,33.9708,41.4497,46.7569,51.7261,55.5705,58.6176,139.7930450439453,140.80992608322316,138.63293027904754,138.63293027904754,3023966.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-06-22,MMM,3M Co,6.7597,11.646,18.3146,26.4136,33.6264,41.1368,46.4629,51.4381,55.2845,58.3321,139.742919921875,140.39458112952286,138.9981567881225,139.4636272123322,2120030.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-06-23,MMM,3M Co,6.6134,11.3813,17.8867,25.8794,33.0138,40.4712,45.7586,50.7052,54.5305,57.5618,137.75210571289062,139.9434248498996,137.6948122236814,139.49942644606875,3559894.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-06-24,MMM,3M Co,6.5649,11.2911,17.7366,25.666,32.7455,40.1801,45.4508,50.3903,54.2099,57.2366,138.39657592773438,138.74031065276705,137.23647449794097,138.42522266628168,2621393.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-06-25,MMM,3M Co,6.5073,11.1848,17.5618,25.5154,32.6368,40.1112,45.4101,50.3758,54.2164,57.2594,139.46360778808594,139.87895941685338,138.42524178493676,138.5111820124484,7385898.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-06-28,MMM,3M Co,6.4009,10.9852,17.2304,25.1462,32.2545,39.7187,45.0081,49.9649,53.7972,56.8329,140.71681213378906,141.01758986311128,139.20581407658696,140.18688660060258,2512198.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
2021-06-29,MMM,3M Co,6.5157,11.1873,17.5519,25.5687,32.7578,40.2974,45.6402,50.6461,54.5164,57.5823,140.3802490234375,141.66926105407006,140.1582628894628,140.5019976884621,2222168.0,8851.0,4327.0,2008.0,2468.0,1627.0,4636.0,5137.0,47180.0,18187.0,13760.0,1688.0,460.0,278.0,2.0,520.0,3.06,2.77,586.3,1994.0,1624.0,2.77,22.5,1378.0,48.89,27.88,22.69,21.97,16.4,18.38,6.32,47.68,12.22,18.9,8851.0,2008.0,2468.0,1627.0,2.77,579.68,38.55,56.81,131.52,16.6,189.28,0.47,52.83,111691.78,18187.0,68.0,5137.0,124809.78,0.71,21.44,15.14,3.89,58.81,0.81,47.68,0.4,19.25,1.83,1.3,0.15,6.84,53.51,6.94,52.77,3.9,93.86,94.6
